Date,S&P 500,S&P 500 Minimum Volatility,MSCI ACWI,MSCI World,MSCI Europe,MSCI Emerging Markets,MSCI USA Small Cap Value Weighted,MSCI Europe Small Cap Value Weighted,FTSE World Government Bond - Developed Markets
10/2000,62497.69018405656,14614.677342996316,59878.812189616256,272045.5854659542,300149.2047833566,73714.7742663657,31258.661618153743,24294.17395746704,34623.02166791649
11/2000,55800.3298925952,13924.67875909719,54442.217549516354,247639.25543011984,279655.53329559043,65201.32330723169,29069.267544910184,23613.39368493782,34381.576350791336
12/2000,52331.1923380711,13493.313177001612,51657.55815153143,234819.9984987017,278982.40342565795,62319.01212251477,29630.55034067706,23614.858097796885,33019.23076923077
01/2001,54257.826812403066,13565.210828365434,53032.01121274078,239650.89705787727,279470.5739516973,70991.89482406112,32789.95487571291,24517.63028731303,33292.72407940956
02/2001,49550.44723592158,13297.07710769896,48806.29191176471,220438.45204394544,256176.7126369687,65751.54134948099,31647.909919982703,24296.0439316609,33656.539842917475
03/2001,48597.43887988294,13310.340996829713,47664.976019021735,215621.61521839644,248235.05658979455,62086.26644021739,31914.77645833333,23469.507447916665,34002.002999565855
04/2001,52114.34164476126,14017.022102748986,50883.307908968,230368.32081145383,264557.47063365806,64831.07818837313,33767.274209103205,24466.55981072556,33781.88025417374
05/2001,54913.45060687364,15118.189659905658,52665.70924528302,237984.00999649244,263411.84553669364,68668.54259433963,37003.0315778302,25532.931849056607,35229.39771875123
06/2001,53576.93451420489,14887.813649528302,51052.1750235849,230494.193973948,253454.12000096447,67258.99443396227,38016.07986792453,24475.042400943403,34948.22788806883
07/2001,51383.197841663336,14457.673819760135,48669.26412335809,220270.13823347213,246103.44707398317,61029.71444888635,36337.87990177043,23726.73159109081,34666.85085053479
08/2001,46046.94120833865,13651.579904345925,44389.31452282158,200438.5474064957,229148.0828800385,57768.591286307055,34275.23685739245,22954.05374535925,34647.847022141534
09/2001,42453.6971741988,12775.537844704852,40453.858219253096,183290.37078367945,206890.26645717552,48971.57590625342,29770.575566750627,19840.084836272043,34813.16848877136
10/2001,43689.083876814,13072.789013934973,41720.13443928333,188628.8805784944,215568.8823561328,52522.63676177837,31324.55793408538,20767.64192656492,35477.97687176856
11/2001,47801.58370330424,13877.15074938188,45002.61847606203,202992.3216175121,227850.70507764615,58944.9145650708,34392.655500112385,22250.46287929872,35186.56510241938
12/2001,48685.43039070807,14519.853874957447,45862.529853625325,206217.79621333536,235941.0424603081,64237.32098036992,39245.95294224442,22885.595760807897,34473.09271026562
01/2002,48952.563787732965,15024.47289105013,45514.84251476207,204023.7910288262,228169.1131192365,67767.53956234804,40295.2569271738,23067.760657635758,34994.997434581834
02/2002,47930.80202261471,15163.43535683736,45107.39244018032,201902.08766946688,227761.4693021674,68769.39241706161,40282.79819674027,23432.1164281586,35009.570983147176
03/2002,49317.29080225841,15553.425168271431,46749.88679504814,209031.991104872,238095.37812669855,72295.9107977992,43675.638613021554,24633.394406235675,34617.08173816947
04/2002,44866.704724781695,14866.350747335697,43842.00812611012,195560.7837338328,228828.84516469177,70471.03627886323,43377.95812611013,24945.68454040853,34713.99534277933
05/2002,42738.01602758493,14225.348614040691,42131.33595397891,187977.92151641383,218917.48376760076,66548.28513902206,40333.79580909769,24664.504830084166,34427.35919801082
06/2002,37353.963199114856,12546.12694736842,37228.25828571428,166133.49618426026,198860.88473011472,57927.15771428571,35538.06597493735,22259.48005614035,34141.80842246517
07/2002,35118.00017480017,11768.420527036697,34775.540938362465,155100.92639628492,180202.5545519608,54571.81398344067,31241.14361238884,20290.60263313912,34730.66069384694
08/2002,35168.81888420959,11976.819835655446,34688.14908979966,154575.76544394187,179253.4290421378,55130.92866876844,31128.40588426727,19887.04279060308,35325.95611161542
09/2002,31260.851145893757,10855.117212576066,30798.886308316432,137180.24601685806,155246.33741785656,49048.11036511156,28328.03915415821,17438.191271805274,35437.147255002565
10/2002,33998.5276720812,11138.09014760746,33053.44361313868,147228.5159221501,170182.59552830493,52209.55218978102,28948.63680454177,18109.958667883213,35220.5667600742
11/2002,35771.1860814394,11553.7558251234,34640.24533091568,154159.50777591695,177406.04557206124,55449.17280145058,31193.025385312783,19064.909866021964,35105.2413466472
12/2002,31871.7564331781,10651.124329169448,31227.15676551922,138837.42258378377,161843.18207792295,50744.265490607424,28303.30376847526,17804.129369695816,34952.08588230651
01/2003,30092.76258441249,10162.940266272191,29393.64153106509,130512.02798075438,149496.6672694102,48986.51671597633,26819.53527551776,16911.37739644971,34635.27647314205
02/2003,29734.721179181037,10060.358914858094,28969.585475792992,128632.22827951952,145073.86059711676,47814.67996661102,25982.24395288444,16088.116581339267,34980.85803370565
03/2003,29712.01877670033,10003.80353813676,28560.75744837081,126877.89942167644,141427.2788568659,45977.05173015145,26076.691612666364,15779.183966957322,34657.08252752891
04/2003,31477.568592699285,10321.142759500492,30451.678770999904,135193.15131186057,157098.92664427642,49010.68930015273,28930.847774683323,17748.802700565986,34293.296364999806
05/2003,31199.21952164579,10422.61483031636,30340.27166300119,134538.24963147243,157510.51874469253,49457.95883945187,30063.921478599223,18836.69883268483,33951.45439475866
06/2003,32689.452164639675,10898.893259823224,31991.90769230769,141580.25720835966,164526.42205806353,54083.86264111315,31801.74309442549,19953.61914413232,34216.32395311205
07/2003,33586.1836159889,11136.507203392825,33016.788178123345,145829.8071008977,169485.4352651966,58024.48208163986,33279.33618837251,21201.041770630854,33867.66389075266
08/2003,35466.4482883288,11732.86455349135,35010.017626063884,154292.8704787041,175218.57759627298,64134.71509105884,36034.997267319486,22792.914794545624,34534.83048506137
09/2003,32906.48448411636,10960.489479231032,33041.361997940265,145563.41564566983,167658.85992649067,60585.09747682801,33414.34520425678,22287.929435290083,34411.07865966768
10/2003,34857.75252587352,11537.369959731544,35136.2448631905,154584.9047950395,179336.37551890573,65910.4418688694,36195.2169987954,24163.285379452765,34305.61037218297
11/2003,34073.79337908959,11419.208340837084,34568.0819909955,152054.36205555347,181170.19220475436,64651.03101550775,36453.33561614141,24192.59372186093,33829.92264277539
12/2003,34054.96312638137,11352.489960095012,34908.90940617578,153445.46800453623,186176.47995315952,65846.38646080761,36089.94177830563,24309.32553444181,33426.20475983739
01/2004,35368.9371868021,11900.094537467698,36212.470058139545,159004.63811456438,192094.59593106,69539.37034883721,37930.45664890182,26187.87636950905,34033.60697793741
02/2004,35762.360965954496,12037.877033338702,36779.750781124174,161224.57529357894,197179.5621170984,72548.0375261717,38641.746021903695,27482.96489450798,34081.96511031298
03/2004,35781.8429197264,12288.638932264395,37164.49986910995,162696.47419695088,194066.50921771844,74646.38491492147,39629.26352912305,27438.41371073299,34952.84564076252
04/2004,36036.72876253276,12526.02931614631,37153.31756926425,163059.18826933578,196919.1390166677,70132.73225077425,38768.48669791579,27525.25714237884,34298.34826538264
05/2004,35779.54821204492,12493.872597147074,36695.77009345794,161158.95909201252,195999.3432371773,67336.74953271027,38613.80854730284,26996.572279062144,33926.382365710226
06/2004,36604.31563658813,12778.387064747016,37569.83531057178,165049.18716034506,199323.6235091645,67883.63486631017,40303.51777375566,27981.90494282189,34121.43308205391
07/2004,35733.84719008805,12491.089331339812,36728.55295290307,161198.73073141734,195706.06013424683,67325.81774233741,38955.03557936706,27266.719014868348,34303.054821012745
08/2004,35665.09118452032,12547.696856081244,36747.27451077533,160944.69461268224,194659.96755211035,69727.0819915779,38754.95727025018,27130.089508711088,34789.39890279039
09/2004,35185.59785756319,12480.563329841243,36620.42514304134,160051.19636439072,197604.5928174005,71983.09836409059,39042.25852687566,27813.21999032961,34514.29727276315
10/2004,34803.20460244126,12408.484304938367,36557.8103478056,159745.26147159206,199464.91807793817,71809.48786998507,38697.1615278323,27969.087141399075,34693.25492362947
11/2004,34691.58037743318,12528.115864610756,36947.30053403536,161080.06216990584,205111.9407471089,75167.80571643476,40182.00317713427,29432.71542685221,34394.452776571816
12/2004,35013.53909496121,12702.62512297188,37468.6974524631,163226.59221661455,208680.96041803824,76900.85052492475,40710.26922546068,30538.95205638353,34197.99108023839
01/2005,35695.78063745927,13088.988804909855,38330.9900575374,166724.43460941807,214020.6823653255,80612.33855005752,41271.91779056386,32476.021032604527,35162.598176579704
02/2005,35836.63425760494,13170.762815418268,39012.34786150713,169125.54604054993,220963.81264229017,86222.35342837746,41552.7731236328,33797.54106811496,34566.41472944705
03/2005,35997.64030669475,13309.035248688677,39031.01116939216,169590.7912398462,220267.85872276084,82362.27398950941,41823.75729404505,33489.47122647332,34841.45715751668
04/2005,35334.00799078862,13110.903270510147,38216.79884232461,165985.15817405828,214800.8352025053,80210.3630470016,40010.021120629775,32131.850486995445,35611.12207443659
05/2005,38309.13378905602,14077.99733711783,40936.83420647149,177510.46337936883,226506.51072655307,87249.79691833588,44813.15698807883,34131.68858324548,36474.36555235426
06/2005,39121.76925726601,14521.857608666887,42186.418392325504,182585.2985544337,234164.9552491616,92045.60621898776,47224.86138604036,35554.701710221634,36869.85436318429
07/2005,40573.29403006217,14931.098937567183,43753.98055073183,188947.67694748845,242673.5859933133,98550.4151327214,49819.43485156703,37223.86320185232,36388.70031969057
08/2005,39857.03367604118,14668.458888014427,43726.94579439252,188732.71971307648,244171.7395872945,98581.58971962618,48494.29233972783,38000.251700278735,36582.00457828472
09/2005,40700.36459084229,14923.300895200133,45638.46576980568,196143.27275536236,253336.2002521074,109170.12047832589,48872.42931738915,39360.54106626807,36595.51249161306
10/2005,40085.10096429412,14588.627902520171,44487.91923812693,191687.066451716,245746.47152015663,102198.7053979872,47131.694272644105,37472.687578807294,36169.9885542882
11/2005,42499.05403968774,15331.084605998807,47126.33882232984,202348.8428678189,255283.48244026603,113048.74366556208,50054.47545076048,39492.857979437504,36295.17109365749
12/2005,42412.94280776664,15382.865015173347,48182.38169026024,206340.89233732971,263638.12365439266,119461.2899720268,49912.511965754005,41540.21132999916,36682.08548762679
01/2006,42382.68650713383,15279.18530648622,49225.50103977555,209844.7516178599,273423.2072739727,129357.54603069814,51605.24724707049,44129.3212493811,36086.29672021155
02/2006,43367.33849599113,15756.33563991579,50179.42368,213820.04232276423,279250.444483043,131878.22976000002,52385.003368421065,46355.90081852632,36559.56703635001
03/2006,43076.4616225624,15605.43732055519,50286.79109385328,214387.43005597583,284609.6797110571,130542.9879378718,53091.2685624587,47921.45348149373,35604.13624343845
04/2006,42147.13024399904,15320.066248065725,50190.5664034458,213267.13908941075,288815.53884984995,135028.48528356064,51680.86919518226,49015.65744755523,35014.15913486206
05/2006,39881.14407726758,14679.145661796703,47013.03212620454,200683.72658873344,273615.96190842206,117799.22098228164,48490.33844109419,45895.75065899907,34970.97130678455
06/2006,40422.10683249335,15141.857461181464,47585.03206166915,203070.95526149156,277852.916192005,118982.63663966018,48943.08767088808,46054.494025013766,34770.70095117812
07/2006,40499.42583883536,15270.276043236468,47718.87130884311,203474.00851319215,280895.74763185746,120221.7221116942,47529.49643299132,45758.328963734646,35110.40178395232
08/2006,41192.00690684879,15402.169459808574,48659.95214380204,207391.08851789075,287867.1237828568,122538.6931445024,48167.26098824995,47191.43758462378,35328.15645103998
09/2006,42891.01199974343,15920.293707740915,49983.200047393366,213030.1467046869,294711.8745694034,125433.02488151655,49508.91157503949,48886.92748025277,35599.23234794963
10/2006,44163.07428539298,16397.231020793948,51720.63360113421,220222.71159759248,306479.83468649624,131024.81441398869,51708.75891304348,51697.81373188406,35659.707147649686
11/2006,43284.58200000344,16069.996009696966,51176.70640909091,217001.14334248385,305258.2018096428,135407.57809090908,51440.72408787879,53100.57432272728,35272.26980305482
12/2006,43991.74419908985,16301.190055884585,52450.87804100229,221917.35707023775,315777.93087579426,141840.00232346242,51881.269365224005,55873.49570994686,34794.115325413426
01/2007,45401.68451648072,16905.643470742627,53867.51338582678,228281.1595796261,322940.0023996374,142748.52950440018,54259.37865524163,57830.14786629613,34833.57343016142
02/2007,43647.72922721974,16436.764724244946,52562.13558398305,222675.5197086388,315518.3362534028,139160.76301566878,53402.92822647794,57383.33615169177,35062.300193393065
03/2007,43781.32759303148,16444.44515663012,53207.51411623367,224929.89195155495,324326.41279538337,143572.4474245382,53505.15555939332,60113.00906892928,34863.707226585626
04/2007,44756.14983862263,16598.5690216832,54426.15148842336,229895.50613904087,337982.69193546847,147231.63850055126,53921.08974200661,62048.1564954061,34369.15380668588
05/2007,46841.24543424632,17333.598502936147,56728.635427042296,239007.35457794403,347822.1420137547,156166.98995019696,57005.80295101465,63588.46189994798,34148.537711647
06/2007,45885.70043928855,16933.62879200296,56364.317260273965,236250.6324641869,346414.7415487667,162924.021369863,55517.533827471314,62328.41065827472,33817.97371433082
07/2007,43807.7697799022,16011.725175165971,54698.47747866053,227613.98401736736,334041.64220641216,169075.88509520682,50845.945894798286,60969.16341139565,34364.10190630303
08/2007,44470.94492113012,16323.287918861726,54578.303947464425,227474.54202017735,330401.5370731956,165562.23992703395,50931.14022181686,58314.15210361183,35078.0775150965
09/2007,44591.84451960796,16127.564652796387,55602.366753649774,230326.10843651288,335524.20194334816,177713.77910995134,49643.04979194584,56639.53053388816,34438.88384575917
10/2007,44460.79289900342,15849.477119955696,56710.88883505226,232986.8598496981,344646.0254420172,193881.7553678964,49416.5586973074,58745.05751782377,34390.14090065911
11/2007,41695.80265895544,14977.107364541698,53073.16145247612,218709.7902575639,326517.6850277712,176314.51457218349,45067.27992954406,52740.59340559584,34846.55839286419
12/2007,41519.0348558423,14825.885223558182,52642.30760138578,216474.7392212931,321669.3687371992,177428.40354595476,44564.78321988996,51226.45191087563,34802.90681611872
01/2008,38637.59140019671,14114.11603819771,47858.41513113651,197928.522288562,285219.3226303825,153781.84095494283,42719.89108540686,45328.250399462006,35643.24900343371
02/2008,36650.3962662339,13441.091258653656,47075.933579481774,192929.54215943883,284124.36663600703,161954.0131865234,40031.24839058483,46142.90462451374,35609.10920787781
03/2008,35003.557924308334,12898.608554009612,44513.23797116114,183285.78465006943,273668.5356548583,147140.76321780926,38035.001175056925,44587.27364153807,35213.472392153766
04/2008,37350.86346932208,13567.474777606176,47852.23285714285,196295.5840930236,291060.0858088972,161890.42285714287,40563.94674388674,46060.7657927928,34659.707147649686
05/2008,37912.72608960402,13777.339890895022,48754.86325767346,199699.986475483,292950.50199385645,165281.16588857365,42200.09554810421,46295.69166623678,34206.59509807791
06/2008,34152.75707528149,12287.20206394316,44040.63996447602,180788.14015367985,263110.93217147305,146398.52808931743,36512.42115452932,40528.50003171785,33894.00876188972
07/2008,34197.57130100922,12648.466480814808,43331.37809237077,178099.26392086272,258053.63895773905,142373.9953494331,37788.4886400615,38836.33522516176,34281.13036271065
08/2008,36754.69903194867,13660.800705259584,44938.05959959281,186036.88089184448,262629.3298294094,138839.24143875128,42085.70812351545,40447.36868951476,35623.52488455618
09/2008,34490.77914007785,13630.911450464935,40527.74602530938,168860.6874779441,229748.7132559172,118016.88560441868,39430.4262364539,33327.9584003356,36905.49394166634
10/2008,32176.016678467044,12866.220900211649,36446.53545504429,153428.49461673645,202867.2668107156,96125.56494473624,34513.85722505291,26482.949839303918,40093.99297470103
11/2008,29937.63252394275,12133.978446452424,34155.55907912313,143835.52119359814,189401.10231869525,89105.85484403238,31406.868737330093,24409.768907048016,41571.40742787229
12/2008,27669.058512370844,11182.299259610549,32382.49251993965,135756.74134553608,182299.0920928209,87864.60426816125,30694.64191851693,23823.05750377237,40656.89505466314
01/2009,27513.586913296447,11126.512798377027,32170.84002808988,134504.58639078785,176068.01895264108,89290.08370786517,29541.467077091136,24519.2798954432,42211.69633342543
02/2009,24918.440302419596,10174.07604428978,29435.86210060108,122379.2327514106,160331.79300387847,85414.2998418222,25656.33028313825,22874.11800221449,41347.03200852508
03/2009,25749.01280723464,10231.331250976857,30286.20987376014,125041.15590260184,162888.9811440356,92826.04706943192,27760.652442140065,24001.887224226037,40553.054821012745
04/2009,28283.56367920009,10665.585171525425,33973.34481355933,139413.89690350948,186061.99963570395,108556.64040677968,35826.42588775895,32282.89446026366,40628.98133164937
05/2009,28122.048075638548,10326.32096921549,35215.51293800539,143169.6467256547,196452.4677576924,119744.91509433962,36912.27044261598,34703.1542133636,39300.10459012511
06/2009,28106.109272677026,10451.635452384322,34942.999476439785,142160.73322388367,192114.8431705073,117854.7219895288,36728.42905759163,34151.373277203915,39703.072581600034
07/2009,30223.31785087057,10894.456825293537,38020.4457631914,154157.68848690137,212232.16640699943,131154.35118121377,40927.49950488047,37876.86826425237,39957.97647708884
08/2009,31020.47264920666,11020.764010650222,39026.22338845292,159010.34673271034,223498.7168114567,129492.747771861,43644.741855381166,42873.17891115472,40258.79149070529
09/2009,31362.81113699437,10978.53765731066,39794.72575291948,161158.92398061132,227945.1896731369,137688.79360786724,45542.12546199549,45335.85832684559,40438.439831077085
10/2009,30453.688672134493,10773.86722108108,38772.1125,156612.55217144376,222907.8743832048,136409.265,41828.41745675676,42264.56751351352,40095.34475273316
11/2009,31801.20243830518,11127.377577581045,39784.58704652866,160592.44059568894,225973.8821496376,140163.74973041334,42758.3928296612,41493.48223923318,40649.53427793346
12/2009,33803.79860101283,11842.111924753572,42359.89304456477,170477.80059489416,239209.04760504625,151957.1831320283,48056.98780508122,43355.15125780925,40386.40131033667
01/2010,33614.46247457967,11934.90652183875,41814.64738651009,168580.70975258332,232166.3471047409,148028.06129170844,48350.231038235725,44314.921320349415,41740.23167699412
02/2010,35667.01017282256,12553.73599705232,43599.04461311717,175946.02834225824,234187.2989323313,152915.99014001474,52233.435186440685,43280.93281355933,42617.101472155344
03/2010,38074.736889437816,13129.65009362712,46738.78210549744,188103.8675760578,251048.01302206423,166389.2569330069,56877.73958157133,47766.51340455524,42226.33895094131
04/2010,39152.16630708816,13420.593093503569,47418.71481787458,190447.44751449465,247264.1859894596,170516.9978820879,61178.89606909501,49305.67366128428,42816.888345107945
05/2010,38976.52744228422,13606.727965873082,46483.888583732834,186309.2059319428,234946.65453484352,168336.14040789797,60608.7709758674,44834.459722109386,45946.65903619213
06/2010,37044.52037156023,13307.878222801724,45200.38498899845,180449.209517727,233884.17401496667,167619.04390840197,55865.1159155733,43945.12504441365,46827.0414808383
07/2010,37336.580972215525,13189.608466380105,46051.70181148296,183743.59898204065,245946.60807011495,171138.74521031624,56625.38248848634,46479.41483880873,45615.42408335636
08/2010,36629.6468728334,13446.079830599369,45680.34123028392,181738.04445474027,243398.47198245156,172479.90790220822,54157.71908517352,45222.49076813881,47679.65820736472
09/2010,37068.6788467851,13330.483112837046,46515.50319460727,184592.4370936894,250986.5468345536,178076.40048358732,56143.280523153575,47592.92630861665,45427.66507479181
10/2010,37898.86058130066,13467.988179259575,47479.02801472181,188585.3067414826,257911.05895510045,180498.52985494697,57497.37112506316,49451.60112001156,45241.18877530884
11/2010,40408.58336054325,14264.308746884137,49511.42788121249,196707.82303860164,254079.2908070788,187355.23303585165,63260.52801200185,48485.17424219111,45997.464182815645
12/2010,41934.80776964689,14654.73204879509,51703.83488998653,205418.2359669321,267901.6779360206,195278.24777727883,66691.48900164646,53360.55522227212,45408.77965031377
01/2011,41894.03614267691,14186.856087058131,51260.99171779141,204996.22919058465,271749.513434496,185437.56796669587,65761.65553461877,53497.803293894256,44416.49563878912
02/2011,42884.52421057183,14424.334118548502,52233.01179702184,209995.8648289401,277790.58675383945,181849.70649125343,68295.69637415066,54233.66595633946,44257.92319532699
03/2011,41775.20780700845,14216.607672837332,50831.99176462308,202465.93818640747,268242.0732742499,187514.25248117125,67598.73434926444,52895.875606391215,43192.94904684848
04/2011,41122.249113876685,14260.801712516824,50614.55236877524,201792.1725267382,276975.0395698913,184874.2587617766,65987.5026258412,54161.356063257066,42632.16837036745
05/2011,41999.27378152754,14883.394292665973,51210.83036496351,204130.98042676292,276678.4751030991,186045.5559541189,66868.55407299272,53712.94049217936,43945.70193787741
06/2011,41104.87273701377,14618.83205203072,50186.553725870064,199956.4620685825,270100.54195798066,182399.53462948863,65133.7291856362,51355.79002560023,43665.27213166515
07/2011,40814.09767802413,14365.437110518937,50054.02396914447,198988.01814440385,264476.3467412513,184172.9358345021,63620.8255483871,49434.537838709686,45077.01187985949
08/2011,38089.40722571029,13990.194037093424,45807.83028373703,182535.78883432344,234850.0126091431,165575.882366782,57352.941947404855,43194.17441799308,45945.43552906816
09/2011,37895.38655103759,14408.058005776493,44410.170273272604,178466.08010134273,223734.4987829254,151384.96649633415,54360.50412204696,39806.12156409687,48416.60417571141
10/2011,40541.83992800663,14884.75263795443,47430.944546818086,189921.604537392,241892.2144504852,165353.6437540176,60190.69415470324,42022.690839225776,46788.00765678652
11/2011,42209.923074060185,15639.149259800264,48034.93481889998,193334.99702988504,241012.72379014103,161048.41426442092,62689.36020718439,40436.40236696974,47767.58298141059
12/2011,44220.273896058265,16546.755802766827,49729.66255506608,200380.8342500801,246073.43805965583,165013.48017621145,65307.11064997296,40130.807099466736,49981.33164936654
01/2012,45370.90021675304,16669.564562537947,51688.363114754095,206651.3955907669,252972.5473159147,180456.9307377049,68533.4778870674,45169.354266848815,50246.61562142322
02/2012,46392.71039037369,16766.19591906568,53236.22423566168,212441.11352361256,263651.83769023535,187500.1249274716,69542.6071784572,47632.82151603066,48679.44113352015
03/2012,48231.54331393435,17254.405132674452,53965.10336927225,216573.9656298778,263807.99143383274,182442.90107816717,71192.90476040733,46782.66048367776,48401.02419386668
04/2012,48443.99200394809,17543.689472075075,53956.56406841229,216415.4799241033,260533.26782125415,182250.92520054488,71112.49026335706,45835.51908733162,49431.19745826262
05/2012,48509.69107375338,18011.42797710231,52382.132338950265,210662.9377993188,243547.96229518563,172493.72077723133,70282.324676288,41189.77666209789,52653.44160713581
06/2012,49758.20776691747,18422.61190214456,54178.41760127085,218108.91748474477,258960.0816609621,176570.03637807784,71885.77507069104,43573.65027640985,51279.53190985516
07/2012,51705.99974411996,19037.97494236405,56306.48855421687,226415.8451453313,268397.9063222759,184628.9060240964,72552.46694724847,43988.76413871704,53335.90204049415
08/2012,51499.67303123254,18676.607395131232,56066.52160811989,226136.1378488754,272970.7953727228,179321.75954325587,73370.66700182381,45517.25515026564,52504.4006788491
09/2012,51527.16210283268,18715.30833348801,56428.52143851508,226616.5383712506,274096.7216100142,185485.91387471,73762.02647950503,47861.32091105956,52069.65110312981
10/2012,50330.4775582332,18462.211240514123,55795.05342876935,223993.7774108795,276732.201228433,183485.72694527823,72909.20224890327,48926.25125067344,51376.16923866283
11/2012,50649.65013096342,18673.71255351917,56565.99148313568,226984.28095770988,284071.61174913286,185928.92679809025,74086.73795164023,48923.056929000464,51092.84840352054
12/2012,50305.52897435452,18402.49971714416,56962.27735334244,227607.36330765035,287460.6674171951,191967.52905866303,75472.8561815977,51697.58538123391,49896.45577613766
01/2013,51521.01658473039,18901.0833700369,58036.84724723247,232917.00015213856,296270.25092438265,189530.21118819187,78802.16152324724,54343.35697121773,47838.368788727945
02/2013,53894.96181070904,19796.28379312971,59915.71172214183,240782.7416430352,297314.38110352686,193178.3600578872,82115.01949729607,55525.75434838908,49056.389864624856
03/2013,57331.01011694862,21218.64723186255,62584.28265521282,252657.82531872016,304206.27999874303,194697.77426005463,88502.79067239362,56378.0796142132,49774.539211429925
04/2013,57242.02853436367,21258.530743268057,63098.56308139534,255291.1007665033,310919.9326511259,192233.2526162791,87003.52317778459,58157.5349510404,48951.95761139835
05/2013,58878.19740277958,21403.00650161464,63298.11783792097,256683.50795584416,313075.58470935485,188342.81316315543,91294.1561017992,60357.45308319239,48143.60421517938
06/2013,57758.94421380059,21106.48602171254,61125.978990825686,248942.30855304707,296279.18549001607,175443.93701834863,89697.03528593274,57003.17714067279,47746.10253779058
07/2013,59806.48209966141,21760.49149288136,63130.63918644068,258198.7933842044,313425.59193865326,174766.4672542373,94438.3586787194,62129.61630734465,47369.499151438606
08/2013,58249.925209722256,21128.36285545901,62028.78936154138,253466.796924856,310361.8344132104,172352.92977710618,91435.03411711373,63064.28032640727,47520.10893160201
09/2013,58875.45701713496,21270.69444383561,63952.03232876713,260822.4428473896,326023.79438350577,179944.84602739723,94704.87857978528,67592.2122191781,47184.09835418558
10/2013,60967.83233183217,21922.72772436038,65873.34180778536,268329.77131514327,336601.3314294768,186832.3535957774,97329.7602404516,70674.35363243164,47422.14942574101
11/2013,62964.23729032451,22373.35742296672,66981.41234295792,273700.34603190416,341330.9661546161,184520.81207846597,100775.62514289914,72258.66892954228,46828.13671705411
12/2013,63715.72525354884,22383.89625175839,67270.44772677834,275843.8285916278,344415.22099261446,179494.29697628887,101725.71996084404,73433.42269596116,45829.8437068319
01/2014,62764.24015938076,22056.92101805268,65908.8402189997,271031.5379847727,337841.6633949263,171294.3968185854,100529.970282628,74367.1998505475,47502.90089592296
02/2014,64224.18080002153,22497.989041337867,67639.39972489684,278480.3452700548,354718.9883923208,173198.84236588722,103109.75688699054,79983.5723564758,47013.754588151714
03/2014,64881.3223158635,22895.61232056861,68099.40809399477,279389.03428945533,351733.3725205208,178877.9828981723,104414.70716420078,80027.24754424137,47048.12132454513
04/2014,65068.30076013523,23073.738017617325,68475.77337184115,280988.3861269896,358893.37104266736,178740.17116245485,102285.85158844764,79507.3367393502,47287.49457315388
05/2014,67785.15869094236,23761.384960388037,71241.54571911515,291633.55147304013,368570.2668970448,188323.9198941721,105031.7705886676,81137.02822958771,48199.63886805857
06/2014,68927.0076252774,23996.01185532289,72342.6530238688,295742.1402166764,366816.2853753109,192690.45731439453,109211.89298433154,80028.15191828967,48422.72171133126
07/2014,69393.94970425921,24164.66229553777,72977.89456611108,297091.1886236088,360310.6427280545,200673.8642798416,106251.511987443,77480.32032139921,49086.16844930339
08/2014,73215.38183992346,25431.47543008796,75700.62638762512,308035.1752794275,367062.9968066033,208249.3573703367,112906.0788489536,78208.6997831362,50074.288589809374
09/2014,75659.57982293481,26436.19732464436,76798.10449018517,314083.3655218422,370267.4555965352,202129.2216005722,111081.544525153,76878.00105380277,50499.06263567115
10/2014,77872.68476363232,27467.79356148195,77720.7588789524,317604.3742209276,362203.96758373466,205499.48484509744,116187.02856755033,73873.1850894283,50768.97422741445
11/2014,80229.6490946457,28318.112349275016,79313.70684931507,325033.47795628244,373053.03237142303,204006.0383561644,116762.64209885446,75041.0786990307,50722.382286774286
12/2014,82281.83035112746,29090.83250638333,80008.27887323944,328800.51832220104,367050.21353519073,200184.9042253521,121614.28316777862,75846.35197430196,51969.54059280895
01/2015,85713.74060605608,30994.49070075188,84600.69277310924,346716.8438486681,394179.4347086487,216294.74924369747,125361.10892879256,80398.73237328616,55548.89094999408
02/2015,91164.1916919498,32378.02482099644,89865.91601423487,369153.0207180961,421350.3707002234,224307.68604982205,134277.36372953738,88332.60264946618,55251.026167265256
03/2015,93733.56563875942,33355.61709378194,92484.87398457104,379619.79077753314,428493.631654272,231050.3492517892,141535.27033553304,89795.53831025188,57085.122548052255
04/2015,90785.14292758708,32024.59350084708,91342.36023183235,372725.55846324,428917.4755196788,238760.1626749888,134126.34832634867,90956.63443958983,55306.47866756128
05/2015,94006.148944017,33094.47849079307,93333.11250683684,382362.5198162127,435117.3379569327,234364.88395624436,138640.02181768464,93488.852437557,55201.02024706949
06/2015,90381.92538660564,31767.83145339172,89392.61043882383,366161.8219623446,413493.7718106997,223985.0736437573,133842.2003968183,90058.82133702743,54179.91474918105
07/2015,94143.5082104709,33618.46501212728,92027.36017142337,380279.52341622126,435040.5838393367,212818.88808242907,133110.22193671926,93124.99545363364,54914.90705292655
08/2015,86507.22112462565,31310.683015604096,83859.74482389656,347261.9628898927,395126.5793302996,189362.0608114133,124097.3951029871,87233.87544003568,54461.094446856376
09/2015,84457.09292036091,31130.918473266083,80945.38912791215,334811.6198701292,377085.01143833855,183929.72471659377,117956.94709274302,83353.06658573597,55109.79003039034
