,Date,S&P 500,S&P 500 Minimum Volatility,MSCI ACWI,MSCI WORLD,MSCI World,MSCI Europe,MSCI Emerging Markets,MSCI USA Small Cap Value Weighted,MSCI Europe Small Cap Value Weighted,FTSE World Government Bond Developed Markets,FTSE World Government Bond G7,Gold spot
159,1981-05,,,,248.95,17812.996546498754,14539.26937456148,,,,,,26388.4012668268
160,1981-06,,,,248.816,18486.54896287741,14760.125513304438,,,,,,24356.408270214128
161,1981-07,,,,244.857,18748.218358984464,14802.479483037743,,,,,,23922.11739118159
162,1981-08,,,,240.322,18901.714204739124,15656.299650091663,,,,,,25723.0639560484
163,1981-09,,,,222.529,16709.046739429436,13562.832576702249,,,,,,24773.952203830977
164,1981-10,,,,229.625,16732.60439021027,13702.643779219634,,,,,,23944.090957947505
165,1981-11,,,,246.964,17804.410258720363,15233.689431145822,,,,,,22995.591333314533
166,1981-12,,,,241.998,17687.92404590552,14949.806868676078,,,,,,22498.37669630132
167,1982-01,,,,238.722,17716.638674596372,15423.928553153362,,,,,,22101.713933139443
168,1982-02,,,,224.495,17217.439103474822,15336.135911563117,,,,,,21400.09924256838
169,1982-03,,,,218.592,17072.23232757427,15585.142308555543,,,,,,19232.34015814002
170,1982-04,,,,229.574,18208.267943159262,16331.789095195849,,,,,,22048.542947164107
171,1982-05,,,,223.959,17158.053077017452,15777.531953285252,,,,,,19175.33223295302
172,1982-06,,,,214.09,17355.625730976284,15365.948589833037,,,,,,19806.77318626648
173,1982-07,,,,211.565,17520.386000890696,16040.316906488102,,,,,,21852.11300189984
174,1982-08,,,,227.135,18926.557879152624,16250.385485923376,,,,,,26386.60526727452
175,1982-09,,,,228.415,19213.137897842465,16791.096523047716,,,,,,25697.4654453682
176,1982-10,,,,244.329,20796.934276309035,17214.54297296437,,,,,,27723.45632100381
177,1982-11,,,,257.493,22286.318694919308,17799.344480388565,,,,,,29039.257217466995
178,1982-12,,,,269.277,22348.78160459993,17942.35082062244,,,,,,28612.6913524372
179,1983-01,,,,275.247,22684.980189680457,17863.761712841955,,,,,,31679.433550957485
180,1983-02,,,,281.25,23607.2081969209,18914.777190585348,,,,,,26385.79990714296
181,1983-03,,,,291.373,24581.95906975884,19985.044576194672,,,,,,26926.486309912696
182,1983-04,,,,312.404,26737.945104924536,21946.419029297824,,,,,,28271.434808514623
183,1983-05,,,,309.575,26662.94713437804,21875.23764054015,,,,,,28996.556901355587
184,1983-06,,,,319.526,28365.25334936238,22967.54976140913,,,,,,28418.418110593186
185,1983-07,,,,314.057,28259.889566346512,22978.98387673993,,,,,,29221.367644264075
186,1983-08,,,,315.975,29356.43301551002,23230.8234641163,,,,,,29616.87172709642
187,1983-09,,,,322.61,29993.98659153818,23671.135762484348,,,,,,28975.93747337757
188,1983-10,,,,319.053,29176.886376720773,23287.162304295933,,,,,,26882.247746735065
189,1983-11,,,,327.536,30755.263186578915,24636.256814183376,,,,,,29264.528740601145
190,1983-12,,,,331.964,31963.114159103134,25472.89534688857,,,,,,28266.93654678968
191,1984-01,,,,334.958,32977.08748541714,27115.458271718348,,,,,,28315.82683515004
192,1984-02,,,,329.677,31463.658711446147,27103.895563677364,,,,,,28954.654016214587
193,1984-03,,,,345.404,31792.22801234147,26781.73737013633,,,,,,27517.61117488058
194,1984-04,,,,344.367,32259.17728619988,26900.37436566081,,,,,,27090.351532813707
195,1984-05,,,,318.778,30972.156993953613,25877.605797330045,,,,,,28729.170805905786
196,1984-06,,,,321.754,31257.467425808456,25839.098364983704,,,,,,27888.36036761705
197,1984-07,,,,310.662,31321.023691721704,25064.6299938575,,,,,,26560.98956191592
198,1984-08,,,,342.057,34877.0047784436,27506.03373146905,,,,,,27324.85891638211
199,1984-09,,,,340.977,36412.40527485351,28388.42855707489,,,,,,28248.35055273936
200,1984-10,,,,344.837,37497.08884461908,28985.37577693973,,,,,,27906.517055720746
201,1984-11,,,,343.758,36405.02693268886,28160.02148892904,,,,,,26812.082403368466
202,1984-12,,,,351.132,38659.33270524249,29495.38741939547,,,,,,26120.62550980612
203,1985-01,,,,370.708,41814.50778263421,31622.394952072573,,,,,,26617.30642459473
204,1985-02,,,,371.62,43484.32495412056,31449.500228393805,,,,10235.623791293365,10268.422952287596,25910.45805090065
205,1985-03,,,,384.711,45122.81383170699,35177.19534464277,,,,9832.991277578243,9858.13098969068,29717.58122142767
206,1985-04,,,,383.849,41911.84116934896,33701.68004055975,,,,10019.526779018826,10062.512696812926,27001.05510200845
207,1985-05,,,,403.77,44399.17847530428,35723.476978750565,,,,10250.878162371237,10295.197202460666,26570.31109844119
208,1985-06,,,,411.168,44429.20981863376,35531.7343184598,,,,10301.64384102301,10344.031856919984,26421.711481965813
209,1985-07,,,,419.848,43158.845437876575,37001.13841836367,,,,9878.10316927813,9887.429810045816,25906.881495878475
210,1985-08,,,,423.483,42042.68002795259,37579.65761311757,,,,10023.207167383667,10037.128932560448,25459.547138288064
211,1985-09,,,,426.84,43067.01639934203,38834.29961855248,,,,10000.690689505467,10014.486693740051,25292.40943832538
