,Date,S&P 500,S&P 500 Minimum Volatility,MSCI ACWI,MSCI WORLD,MSCI World,MSCI Europe,MSCI Emerging Markets,MSCI USA Small Cap Value Weighted,MSCI Europe Small Cap Value Weighted,FTSE World Government Bond Developed Markets,FTSE World Government Bond G7,Gold spot
212,1985-10,,,,450.006,42618.89100688635,40512.21580881184,,,,9906.056360263648,9924.972929901758,23693.37426156676
213,1985-11,,,,475.353,44153.477536767285,42855.32742151532,,,,9884.566049650708,9906.955782547724,23251.92124454298
214,1985-12,,,,497.798,45152.64154765509,43687.87401955845,,,,9934.453565931248,9954.399951086452,22824.63665729782
215,1986-01,,,,505.355357,44897.06391004574,43622.23634193312,,,,9925.10952362158,9932.526917243404,23962.686218953582
216,1986-02,,,,551.085012,47039.01570204439,46905.99164657507,,,,9916.525239767929,9925.357532390432,22211.359014664053
217,1986-03,,,,605.132978,50233.85018316362,49366.5958536731,,,,10739.89619923432,10768.75134364331,21975.065397673512
218,1986-04,,,,621.956596,51907.954706217504,54262.1369203673,,,,10441.92287958322,10451.395120873658,22205.56615624799
219,1986-05,,,,620.335722,50877.26205161216,48626.76610575459,,,,10638.789122626988,10657.23634513241,21660.58244312308
220,1986-06,,,,645.401381,53153.17151440984,50973.65476472296,,,,10584.047045822315,10610.936122457431,21975.66992880597
221,1986-07,,,,650.760198,52030.78451215918,49080.25151970769,,,,10486.146741918932,10524.834473005836,21995.896860886383
222,1986-08,,,,707.795127,54900.430737395895,52951.49088220052,,,,10499.348778466274,10531.708009790598,22962.361644405537
223,1986-09,,,,679.85991,52328.74585406129,49233.7528396079,,,,10306.054386865058,10326.044294372772,25066.43661888244
224,1986-10,,,,668.348854,50879.01649122878,49008.2024670202,,,,10425.997552985751,10444.2947672366,23491.236785848872
225,1986-11,,,,696.795081,53595.76760308587,52187.44877391528,,,,10193.402928523505,10203.168730042582,23054.67670235369
226,1986-12,,,,710.852911,53907.417405354805,52765.52289300788,,,,10111.73382799858,10119.946668454904,22811.8496617542
227,1987-01,,,,794.527084,56645.679746249705,51815.08042080346,,,,9993.70485850732,9993.737882556206,21972.86855363749
228,1987-02,,,,820.891526,57500.42381223652,52743.23432975005,,,,10106.977937403795,10109.177798772032,21876.441399272684
229,1987-03,,,,871.895974,60981.370639730754,55284.411091586,,,,10180.674507637052,10176.502957494522,22658.997779599667
230,1987-04,,,,923.196021,63736.26911837793,56725.97391040284,,,,10200.941311126022,10194.766644905398,24080.00880249772
231,1987-05,,,,924.648263,63072.2346686008,55753.2400592333,,,,10304.159924221494,10291.489240005758,23673.606823534792
232,1987-06,,,,924.277077,64185.79740406132,58396.8521383214,,,,10235.771796187391,10215.80144255518,23903.51662046852
233,1987-07,,,,942.907018,66434.940780646,61259.76620765988,,,,10204.532896554449,10186.423729381857,25076.419944572164
234,1987-08,,,,998.80452,70928.69191671922,62276.77944068273,,,,10117.318545999922,10093.971208066,24777.008132197407
235,1987-09,,,,981.574489,67896.82941179145,61075.84260854103,,,,9982.121008801358,9957.969851109528,24458.96461181832
236,1987-10,,,,815.068927,55978.51935580724,49131.950294371,,,,10052.650274302405,10036.63585244676,24776.54464341218
237,1987-11,,,,795.399957,51333.35318933474,44155.48657411612,,,,9854.55065714173,9829.88736077883,24459.43309753264
238,1987-12,,,,830.014513,51946.00038934021,45329.57951566266,,,,9862.5231874334,9835.449304461192,23430.15290558373
239,1988-01,,,102.53340369083683,850.427072,53788.82137117019,43949.95831014055,11100.47162367223,,,10484.893633816158,10464.126449408994,22291.87354624761
240,1988-02,,,108.4882255731375,899.942434,58571.90147756948,47905.26929357139,11461.291863905324,,,10616.775861388483,10594.644755501296,21343.389995810856
241,1988-03,,,111.86216624151648,927.283576,59539.17679835119,48581.34407013518,12521.24277606616,,,10553.932983383984,10525.712155608197,22577.96762241505
242,1988-04,,,113.3138805634739,939.151111,59946.33641689551,49213.77415425069,13112.040735068917,,,10612.661325334491,10579.566365624822,22054.62445907285
243,1988-05,,,111.10246911617376,920.553782,59342.81068535931,48794.04215936485,13639.024029304032,,,10830.248253542251,10798.62213693032,22596.091715560746
244,1988-06,,,111.01436835907212,919.444561,61478.23069255289,50119.537927833386,14627.42142857143,,,11159.490073805107,11131.332874440108,22462.376491737727
245,1988-07,,,113.09516601203994,936.901901,65806.92822996569,52786.8023169654,14975.041011086476,,,11411.453605399218,11389.844916442644,23609.467260561585
246,1988-08,,,106.9067622612272,885.594954,63602.14826223009,51544.62270909675,14901.700172304343,,,11311.175356198444,11283.487535920884,23640.287395941257
247,1988-09,,,111.52598313236456,923.330655,65834.66781141581,53975.537600461,15753.07362924282,,,11570.055649840157,11544.780549764602,21766.34642428318
248,1988-10,,,118.8489127573514,984.955782,68495.71054176906,57543.18541853559,15265.1375658588,,,11578.630066700873,11551.88090340166,22069.4396523588
249,1988-11,,,122.85804910983666,1019.421261,68088.34208639651,55969.454657765215,14598.68405161508,,,11377.64928760311,11347.094870586192,21720.74820818291
250,1988-12,,,123.99074424622351,1028.809016,68790.79992884255,56348.90987660159,15003.067021276594,,,11511.44571180487,11490.916478145702,21103.98286126727
251,1989-01,,,128.48184996089873,1066.206627,74120.0249357635,60730.32835988129,15401.735235252812,,,11972.569759640051,11958.879090839162,21077.366821616783
252,1989-02,,,127.72321351293364,1059.670232,74582.15354904422,60809.59212504057,16786.342961251332,,,11694.9421794214,11695.21929244976,20960.486080743955
253,1989-03,,,127.01965962804096,1053.049045,74613.48628212858,61683.49022150433,18582.71090632549,,,11949.99407980424,11948.820256519995,20893.940701551302
254,1989-04,,,130.21672426301583,1077.526941,76773.74003255401,63772.04948198739,22232.78769230769,,,12029.295102024707,12033.265156789614,20700.70402350328
255,1989-05,,,127.14560912473335,1051.285188,78123.10673442653,63130.431416371895,23500.9133339589,,,12403.342937206457,12430.194648305678,20689.676734142085
256,1989-06,,,125.38112621543436,1039.597784,78649.45633752397,66943.72401209037,21022.22510508216,,,12541.165094525792,12562.823337284548,21715.269629143688
257,1989-07,,,139.55075721730404,1157.252109,83734.8366964064,71587.188916959,21428.55760621288,,,12480.06867427083,12499.758390744291,20507.18556580165
258,1989-08,,,136.2709842718316,1129.421508,82987.38262534287,71811.79047494668,22265.66281313787,,,12709.328255120969,12732.600682028413,20344.315772706446
259,1989-09,,,140.39726211226517,1161.496747,86654.69489305468,74194.2833743719,25457.010833725857,,,12417.62047598374,12434.20832043107,21041.373661415844
260,1989-10,,,135.8810613495078,1122.947122,80626.48939950323,66747.13382201386,24842.337388939257,,,12366.696925445,12379.397534993896,20735.91291650286
261,1989-11,,,141.2283974418446,1167.966177,82659.75571852853,69470.02976675032,23345.781876675603,,,12172.0902237834,12174.67067179207,22228.48288215616
262,1989-12,,,145.87041513568053,1205.700304,81820.55262192203,73807.86033040144,25118.13578406169,,,11782.7090815803,11768.66850618421,20940.81716222672
263,1990-01,,,139.17243136973673,1149.589056,75728.59152614372,71480.57983215232,25185.059790384297,,,11466.767967794136,11452.426644471489,21039.906373713093
264,1990-02,,,133.33044289737123,1100.482134,71535.67884261148,68871.87329245257,25826.91475006156,,,11381.773690650038,11380.367916657626,20394.19537887917
265,1990-03,,,125.09980978349328,1034.213347,68407.07384190068,71096.33157235899,22724.356101227764,,,11229.743063503967,11213.243342925383,18756.62164649221
266,1990-04,,,123.53027929887266,1019.493435,66571.61049017099,68350.90878633113,24052.30334762533,,,11101.53135730355,11087.369851503992,18479.21853474444
267,1990-05,,,136.43697949438592,1127.041672,72394.6131277866,72738.5672264282,25603.59185659826,,,11542.112325847576,11536.644727888808,17945.62948570067
268,1990-06,,,135.52068769561578,1119.200412,72378.14528129846,75832.39619615897,26667.845173934344,,,11474.33595137546,11465.868008370528,17527.307453833582
269,1990-07,,,136.89729629582652,1129.589107,70845.82754740205,76673.34194828925,28143.650463292943,,,11279.877254607884,11263.044434407524,17968.547171358467
270,1990-08,,,124.02777210986535,1024.045966,61401.136368931686,66057.84157465042,23473.035872198667,,,11075.541697912144,11049.34351313664,17891.009839839622
271,1990-09,,,111.06851173855392,916.252718,55029.59819550661,58403.38140186189,20509.82507204611,,,11211.775269368907,11190.295394434506,18875.25251372802
272,1990-10,,,121.29018304176094,1001.977608,58415.01824588905,61499.07808086649,19539.270185512363,,,11245.845995974269,11230.313776461144,17025.67016635917
273,1990-11,,,119.25668060248113,985.714076,56330.599260575495,60914.07468903753,18153.440453167845,,,11425.642341240084,11406.550470694276,16924.3127512047
274,1990-12,,,121.83031540011312,1006.545761,58201.46058231436,60770.85901026656,19144.44134053738,,,11480.887634684454,11464.72406250678,17398.151905342816
275,1991-01,,10132.302595718806,126.33574364055296,1043.55107,60491.367310106056,63000.670330629095,20743.68682476944,,,11608.694794174527,11585.607583177683,16326.267678710925
276,1991-02,,10719.77648996606,138.21652677745786,1140.338847,65002.78220991918,67400.92382244406,23416.594515223493,,,12000.18747286577,11974.085681545192,15910.05306677011
277,1991-03,,11874.074973165232,134.36013903489803,1106.908947,68678.23518709131,68471.28983873354,26535.330930742715,,,12925.218060543866,12901.677853010846,16980.720978249115
278,1991-04,,12316.777729955296,135.4919978410856,1115.748989,72917.12917344098,71391.57735455618,28244.275177422016,,,13165.331333622766,13146.96548636436,17991.559217838745
279,1991-05,,12798.080376004738,138.7328001043946,1141.217801,75579.5092211288,74511.40788204213,30867.908128449577,,,13399.297470103014,13386.898269683265,18367.343223405813
280,1991-06,,12960.79620552846,130.27439159033327,1070.947307,73571.22957774633,70829.90296767886,30875.518511450384,,,13771.539645577614,13754.76561929876,19472.728769659712
281,1991-07,,13680.911613809983,136.47990607256722,1121.711027,77158.9799661383,75865.84973952566,32518.570798228087,,,13576.952677901883,13561.359875507133,19206.964385777064
282,1991-08,,13565.851769086294,136.2050911340613,1118.334535,75234.26234241849,75578.80455674922,32473.225382263,,,13869.51888542448,13854.939775194916,17984.55386863684
283,1991-09,,13073.464757330554,139.67423120870055,1147.856626,75089.82998524288,75726.63455664662,30366.8823062944,,,13757.301574772073,13749.49952368461,17865.922185883104
284,1991-10,,13305.3543769172,142.10537726503242,1166.663435,76219.33382059849,74066.16294440838,31564.3288401254,,,13973.822867742829,13970.803740308507,17970.540106264776
285,1991-11,,12267.52755275016,135.98958432541966,1116.018048,70183.65790753417,69649.07602622363,29932.29190820297,,,13858.45798634408,13852.68146827424,17726.69709046113
286,1991-12,,12902.113047510227,146.08922135105882,1197.4601397,72914.05794161874,72736.77245002854,32238.122758726746,,,13689.28839246951,13688.732330474126,16559.335446267818
287,1992-01,,12640.84427418498,143.90529812325687,1175.4897235,72080.62305134675,73256.69708033821,36223.65491289199,,,14134.427911749612,14133.86533390399,16709.04484392505
288,1992-02,,13036.836123879337,141.73070499958004,1155.4054281,72413.34826326546,75195.12793105449,38668.3047008547,,,14314.99388246438,14316.058435910432,17029.74749766785
289,1992-03,10067.64061302436,13124.12334805893,135.42200073209762,1101.1744399,70859.44584345496,74531.58710410428,41045.35217355976,,,14220.11287839918,14221.712486958031,16920.488088295675
290,1992-04,10269.780740213888,13496.674759330028,137.23789778889065,1116.7187099,71211.68823365337,77964.32596226405,40392.63990659473,,,14291.68804515136,14292.91325537408,16505.3566580468
291,1992-05,10122.864970710893,13320.83991636592,142.49756631128915,1161.3433908,72641.78398590564,80857.3827973653,39478.46111681542,,,14345.857836365789,14351.82646735711,16245.23045824646
292,1992-06,9686.87752644206,12870.648119621052,137.41735078448514,1122.6490407,68211.92105412885,77109.96033708351,34544.52682215744,,,14033.577376958598,14033.651731598742,16056.196795039794
293,1992-07,9602.987256402665,12902.195653877696,137.8555950449767,1125.7223353,65144.89004764256,70847.59589196545,33258.98393861892,,,13987.616923866282,13964.521899660169,15935.890177540812
294,1992-08,9169.25525665484,12473.188922666424,140.94744602511875,1153.3094845,65058.41981794594,68866.25575013115,30908.605057340268,,,13748.776492876032,13752.477727571264,14759.201138169465
295,1992-09,9491.321882692582,12893.013318310906,139.7455914528921,1142.9485681,65963.46194789851,69322.30985173062,31731.274420638383,,,14481.33164936654,14306.236280045836,15499.872306340958
296,1992-10,9920.291927926208,13383.171608593277,136.3278601622168,1112.1945455,66858.600682319,67196.87067109862,34819.055305905575,,,15305.235426451434,15165.122668470683,15693.590116493871
297,1992-11,10930.112146862435,14713.88000333685,138.59739729813307,1132.3021143,72526.59383626383,71593.6792608966,36700.48912973148,,,15599.113944034416,15498.178562060048,16472.805003392663
298,1992-12,11057.097711728504,15164.45436263012,139.90767636367133,1141.6600919999998,73078.71080957359,73217.85329250625,37754.88433559651,,,16020.681217192248,15927.020198533775,16398.117430452432
299,1993-01,11367.305059451082,15811.904064185746,140.4034528096836,1145.689151,74768.89567898477,74802.81698185937,38678.38220024722,,,16220.803567904646,16131.39204405375,16595.337300502095
300,1993-02,11809.294458555614,16551.926685274793,143.70469658511473,1173.040476,78461.23192606225,77572.77539654718,40306.8375,,,17023.90772388207,16989.982584410383,16862.124790719925
301,1993-03,12117.829643162962,17213.67436699149,151.96285543896892,1241.265345,83433.31412538716,81994.2407739523,41844.76530300458,,,16876.248174606306,16805.40297465371,17472.72876128728
302,1993-04,11422.597380087656,16547.502053742286,158.86548980084976,1299.015608,84344.24986082764,80980.49944558468,41350.5787324752,,,16846.370919998422,16766.597569706733,17702.648119623205
303,1993-05,11757.08239924232,16832.819050555438,162.59712757388812,1329.16982,86514.92308096656,82081.87402871631,42607.48547711023,,,17058.165923353197,16981.097280761787,18905.842257200857
304,1993-06,12135.607846862778,17599.462352319384,161.54210944359414,1318.232163,88306.95271642932,83270.66791510234,45151.18888512942,,,18247.158306034653,18262.41526418246,19509.119228736585
305,1993-07,12599.43598874043,18519.817768139943,164.89190925235678,1345.599539,93963.38021225444,87127.84130429135,48309.35912177056,,,19256.808225125314,19355.258304948355,21588.608135724942
306,1993-08,13177.410406297258,19348.74460661408,172.71123474199626,1407.503425,99037.08142599445,95526.24014723425,52788.82278098624,,,18990.06393811422,19067.358688170218,20118.32754763861
307,1993-09,12556.483718152682,18494.385755637923,169.81531168622445,1381.7206179999998,93357.603728598,91471.7575303948,52544.058919887386,,,18757.12396889924,18815.45391969105,18483.96116795133
308,1993-10,12966.66817947186,19046.54699584393,174.84449217248988,1420.0222451807908,97071.79004516338,96429.07555025868,57930.634596460935,,,19132.227572325057,19183.69601019295,19442.67572119884
309,1993-11,13187.99310195585,18866.12467533228,165.7554660509945,1339.918166692077,94055.91863509952,96909.8624799636,62118.89202269101,,,19351.76816513399,19416.17342219294,20035.0691758977
310,1993-12,13341.53504260749,19148.135691484207,174.7204864317557,1405.7130241294792,98630.7055215068,104167.75474757516,72354.82533888545,,,19595.167146860324,19630.71257965709,21092.565767963926
