Date,MSCI Europe Small Cap Value Weighted,MSCI USA Small Cap Value Weighted,MSCI Europe,MSCI World Momentum,MSCI ACWI,MSCI World,S&P 500 Minimum Volatility,MSCI Emerging Markets,FTSE World Government Bond - Developed Markets,S&P 500,MSCI USA Small Cap Value Weighted
05/2024,145869.7564688537,297840.0933413196,709915.6540412569,237975.1408767727,210525.73606708445,876272.4418082598,79418.64813859196,317543.82672621927,53801.95289003408,280717.4591253085,297840.0933413196
06/2024,139365.82478094348,293778.4104437179,703495.5256276453,249918.5760935914,218246.924614666,906380.4276370538,81846.7984680056,334333.78320716944,54476.8577220766,294783.1947701515,293778.4104437179
07/2024,144506.0472571112,320755.4385205024,710437.5232374836,244179.62757034472,219307.09571481345,911875.6486115364,82618.79682305134,332121.462659842,55599.72570287252,294982.11645338393,320755.4385205024
08/2024,143371.0435194372,310775.87275006773,721192.9309480111,244256.52468279767,219838.04009791327,914111.8851203562,83592.29609452511,329922.4453028171,55630.31349496801,295079.1760101126,310775.87275006773
09/2024,144674.7390353698,312703.89997677744,716928.7044593027,246101.4154629105,223100.8718491537,921790.4328540992,84151.58163629868,349067.73162684817,56093.077188283736,298447.0495512129,312703.89997677744
10/2024,138375.77434662747,316888.37224958645,694156.1833572101,250232.99007100856,224200.19161850028,929575.6308922447,85218.468333027,342883.0784551551,55534.60330679825,304274.32701249747,316888.37224958645
11/2024,140134.30814807804,358598.77774285176,703139.9017963521,268429.7084676939,239071.24123799056,1001686.631880757,91709.04351448586,339780.77447658166,57289.94789189133,331895.24242956,358598.77774285176
12/2024,140723.90755606894,335259.04066416406,697375.2579658108,265746.882998656,238077.8800006292,991827.676110626,89259.26033304456,346097.1292322707,56892.30659464989,329378.5285170692,335259.04066416406
01/2025,147477.72058500917,347066.9711613587,745104.8678857392,278396.28295849613,245110.87756114788,1026432.723147118,91524.75269893196,350909.5583242473,56903.16032732895,338420.5488647817,347066.9711613587
02/2025,151620.91233695133,332033.3569167228,771142.1761290719,278724.38859940245,243528.4099204121,1017283.4172351286,93364.61404283933,352456.71935644327,57818.82068425214,333427.489458091,332033.3569167228
03/2025,149258.62045492374,301474.7813703191,740100.0390152235,253014.3214568564,225203.34250283847,935684.0796237948,87854.76745261211,341488.23895192426,56062.48939618823,302887.1815190756,301474.7813703191
04/2025,151103.73064450896,274195.3387021894,734564.9228067619,248540.21564331235,215995.89159027548,897683.5625529448,82429.99577947771,328764.4025869731,55177.416831360526,286073.22100085334,274195.3387021894
05/2025,,,,,,,,,,,
