Date,MSCI Europe Small Cap Value Weighted,MSCI USA Small Cap Value Weighted,MSCI Europe,MSCI World Momentum,MSCI ACWI,MSCI World,S&P 500 Minimum Volatility,MSCI Emerging Markets,FTSE World Government Bond - Developed Markets,S&P 500,MSCI USA Small Cap Value Weighted
02/1999,17456.6277999637,20141.767830822297,214894.5884723812,28475.193109911208,39763.39762207298,181806.6064864919,10086.814449083318,45279.56770738791,27845.660496507084,40548.64519376216,20141.767830822297
03/1999,18201.195596723144,20668.17401228822,222821.2866310721,30125.96579583776,42619.548426736175,194214.83370828492,10487.306313163284,52563.69350214113,28386.51971425189,43254.45603859343,20668.17401228822
04/1999,19352.261075776165,23010.864152118524,232600.34921988423,30355.69237719168,45069.23248089081,204605.64254084107,11527.732582051523,59875.14088893083,28954.50329557564,45544.28192582365,23010.864152118524
05/1999,19402.04383320582,23836.26957345065,224414.974656307,29786.610293900347,44062.93198163733,199759.49364811045,11981.551947207345,60329.542482785,28878.813592769468,45068.47971674032,23836.26957345065
06/1999,19826.231915182037,,,,,,,,,,
07/1999,19779.42360201983,23816.68698522537,225196.39610768063,31172.03969203974,45042.394595100064,203755.3449302743,11690.50432728633,63897.13858238264,28323.89391009196,45058.68401518935,23816.68698522537
08/1999,20267.905114915357,,,,,,,,,,
09/1999,19920.05156118144,22492.207617440225,226344.31548910728,31307.37649281884,44624.30430379746,201913.42143311736,10939.995812845757,62465.79172995781,29042.91155227533,43725.21431450646,22492.207617440225
10/1999,19991.674943078546,22568.12570171243,239432.398893994,34091.080739352554,47835.21903759687,216688.52871432208,11131.295629580023,65089.71613890751,29412.538974622094,47435.09575610408,22568.12570171243
11/1999,20622.2630523918,24167.05804100228,254559.12621378904,37900.86452136613,51060.52548281668,230610.35476050669,11358.8551450926,73426.66160245618,30381.971030508743,50105.83632133739,24167.05804100228
12/1999,21912.64681664344,25442.08212223771,282075.07193502854,45012.98476929513,55595.095819231545,250512.9941823113,11570.301774636671,83185.24963169421,30443.7384062833,53326.22866810132,25442.08212223771
01/2000,22279.08937187213,25163.87053824942,268807.9064112896,43287.77320842785,53965.93034419364,242288.2800773727,11242.62745092432,85860.4465529568,30525.6245806528,51966.05873946909,25163.87053824942
02/2000,23036.046781964174,,,,,,,,,,
03/2000,23372.132440071186,27530.783458599395,296872.4672042245,49793.5867044045,59146.62131267664,266141.69568614085,11919.305398094835,89596.89006594787,31946.97477996605,57364.30157278598,27530.783458599395
04/2000,23262.54794936709,28006.00541772152,298385.30461533973,48604.927241426645,59403.7398789213,267986.7222498553,12572.134258227848,85281.69219592736,32450.191419662944,58504.586453145566,28006.00541772152
05/2000,22796.81053853596,26590.825516500056,289010.43095136713,43868.7233600822,56506.237729764594,255050.1082766076,12833.086160593357,79840.17020316028,32135.24687216324,55961.41585305012,26590.825516500056
06/2000,23067.91484093764,26590.07630598577,287398.51975543634,45101.01616382506,56874.80399748849,256627.43990774656,12110.8119744663,80464.26473419841,31843.40095512492,55822.91665074519,26590.07630598577
07/2000,23592.798809910204,27932.373863464247,292383.80081749737,44739.34397405828,57073.7429406037,257817.0081875022,12460.708796711022,78910.68899707886,32385.50341397956,56810.97274556172,27932.373863464247
08/2000,24490.974819223004,30676.1963867056,299876.2685042332,49258.40385686953,61074.80238041771,276243.3113592198,13826.242688075456,82299.30855602966,33497.562852744995,62622.98638003693,30676.1963867056
09/2000,24379.44820992585,30643.021599543645,290434.59507620416,44534.70311339283,58648.87180832858,265729.3168800189,13802.320580034228,76321.59402167711,33681.56253700122,60271.12342589394,30643.021599543645
10/2000,24294.17395746704,31258.661618153743,300149.2047833566,43698.075186123606,59878.812189616256,272045.5854659542,14614.677342996316,73714.7742663657,34623.02166791649,62497.69018405656,31258.661618153743
11/2000,23613.39368493782,29069.267544910184,279655.53329559043,40828.57600557705,54442.217549516354,247639.25543011984,13924.67875909719,65201.32330723169,34381.576350791336,55800.3298925952,29069.267544910184
12/2000,23614.858097796885,29630.55034067706,278982.40342565795,39349.453648666895,51657.55815153143,234819.9984987017,13493.313177001612,62319.01212251477,33019.23076923077,52331.1923380711,29630.55034067706
01/2001,24517.63028731303,32789.95487571291,279470.5739516973,37653.56507445067,53032.01121274078,239650.89705787727,13565.210828365434,70991.89482406112,33292.72407940956,54257.826812403066,32789.95487571291
02/2001,24296.0439316609,31647.909919982703,256176.7126369687,36008.58421204268,48806.29191176471,220438.45204394544,13297.07710769896,65751.54134948099,33656.539842917475,49550.44723592158,31647.909919982703
03/2001,23469.507447916665,31914.77645833333,248235.05658979452,35545.24462014486,47664.976019021735,215621.61521839644,13310.340996829713,62086.26644021739,34002.002999565855,48597.43887988294,31914.77645833333
04/2001,24466.55981072556,33767.274209103205,264557.47063365806,37032.51757141456,50883.307908968,230368.32081145383,14017.022102748986,64831.07818837313,33781.88025417374,52114.34164476126,33767.274209103205
05/2001,25532.931849056607,37003.0315778302,263411.84553669364,38697.49489582069,52665.70924528302,237984.00999649244,15118.189659905658,68668.54259433963,35229.39771875123,54913.45060687364,37003.0315778302
06/2001,24475.042400943403,38016.07986792453,253454.12000096447,38059.62677739902,51052.1750235849,230494.193973948,14887.813649528302,67258.99443396227,34948.22788806883,53576.93451420489,38016.07986792453
07/2001,23726.73159109081,36337.87990177043,246103.4470739832,36361.10827779619,48669.26412335809,220270.13823347213,14457.673819760135,61029.71444888635,34666.85085053479,51383.197841663336,36337.87990177043
08/2001,22954.05374535925,34275.23685739245,229148.0828800385,34246.55096163163,44389.31452282158,200438.5474064957,13651.579904345925,57768.591286307055,34647.847022141534,46046.94120833865,34275.23685739245
09/2001,19840.084836272043,29770.575566750627,206890.26645717552,31405.70310620535,40453.858219253096,183290.37078367945,12775.537844704852,48971.57590625342,34813.16848877136,42453.6971741988,29770.575566750627
10/2001,20767.64192656492,31324.55793408538,215568.8823561328,30912.32580307573,41720.13443928333,188628.8805784944,13072.789013934973,52522.63676177837,35477.97687176856,43689.083876814,31324.55793408538
11/2001,22250.46287929872,34392.655500112385,227850.70507764613,32071.165435768016,45002.61847606203,202992.3216175121,13877.15074938188,58944.9145650708,35186.56510241938,47801.58370330424,34392.655500112385
12/2001,22885.595760807897,39245.95294224442,235941.0424603081,32877.204850389324,45862.529853625325,206217.79621333536,14519.853874957447,64237.32098036992,34473.09271026562,48685.43039070807,39245.95294224442
01/2002,23067.760657635758,,,,,,,,,,
02/2002,23432.1164281586,40282.79819674027,227761.4693021674,33126.62168493625,45107.39244018032,201902.08766946688,15163.43535683736,68769.39241706161,35009.570983147176,47930.80202261471,40282.79819674027
03/2002,24633.394406235675,43675.638613021554,238095.37812669852,34222.40380614274,46749.88679504814,209031.991104872,15553.425168271431,72295.9107977992,34617.08173816947,49317.29080225841,43675.638613021554
04/2002,24945.68454040853,43377.95812611013,228828.84516469177,33075.84788670729,43842.00812611012,195560.7837338328,14866.350747335697,70471.03627886323,34713.99534277933,44866.704724781695,43377.95812611013
05/2002,24664.504830084166,40333.79580909769,218917.4837676008,32097.933408847384,42131.33595397891,187977.92151641383,14225.348614040691,66548.28513902206,34427.35919801082,42738.01602758493,40333.79580909769
06/2002,22259.48005614035,35538.06597493735,198860.88473011472,29031.562110758943,37228.25828571428,166133.49618426026,12546.12694736842,57927.15771428571,34141.80842246517,37353.963199114856,35538.06597493735
07/2002,20290.60263313912,31241.14361238884,180202.5545519608,27707.8887365787,34775.540938362465,155100.92639628492,11768.420527036697,54571.81398344067,34730.66069384694,35118.00017480017,31241.14361238884
08/2002,19887.04279060308,31128.40588426727,179253.4290421378,27684.86613454771,34688.14908979966,154575.76544394187,11976.819835655446,55130.92866876844,35325.95611161542,35168.81888420959,31128.40588426727
09/2002,17438.191271805274,28328.03915415821,155246.33741785656,26288.92649091392,30798.886308316432,137180.24601685806,10855.117212576066,49048.11036511156,35437.147255002565,31260.85114589376,28328.03915415821
10/2002,18109.958667883213,28948.63680454177,170182.59552830493,26128.46029954416,33053.44361313868,147228.5159221501,11138.09014760746,52209.55218978102,35220.5667600742,33998.5276720812,28948.63680454177
11/2002,19064.909866021964,31193.025385312783,177406.04557206124,25760.58065973208,34640.24533091568,154159.50777591695,11553.7558251234,55449.17280145058,35105.2413466472,35771.1860814394,31193.025385312783
12/2002,17804.129369695816,28303.30376847526,161843.18207792295,23539.711810971927,31227.15676551922,138837.42258378377,10651.124329169448,50744.265490607424,34952.08588230651,31871.7564331781,28303.30376847526
01/2003,16911.37739644971,26819.53527551776,149496.6672694102,22189.57835611206,29393.64153106509,130512.02798075438,10162.940266272191,48986.51671597633,34635.27647314205,30092.76258441249,26819.53527551776
02/2003,16088.116581339267,25982.24395288444,145073.86059711676,22153.095785388065,28969.585475792992,128632.22827951952,10060.358914858094,47814.67996661102,34980.85803370565,29734.72117918104,25982.24395288444
03/2003,15779.183966957322,26076.691612666364,141427.2788568659,21973.86590515818,28560.75744837081,126877.89942167644,10003.80353813676,45977.05173015145,34657.08252752891,29712.01877670033,26076.691612666364
04/2003,17748.802700565986,28930.847774683323,157098.92664427642,22940.910374523173,30451.678770999904,135193.15131186057,10321.142759500492,49010.68930015273,34293.296364999806,31477.568592699285,28930.847774683323
05/2003,18836.69883268483,30063.921478599223,157510.51874469253,22581.49112887431,30340.27166300119,134538.24963147243,10422.61483031636,49457.95883945187,33951.45439475866,31199.21952164579,30063.921478599223
06/2003,19953.61914413232,31801.74309442549,164526.42205806353,23576.02977374747,31991.90769230769,141580.25720835966,10898.893259823224,54083.86264111315,34216.32395311205,32689.452164639675,31801.74309442549
07/2003,21201.041770630854,,,,,,,,,,
08/2003,22792.914794545624,36034.997267319486,175218.57759627298,25341.08724814183,35010.017626063884,154292.8704787041,11732.86455349135,64134.71509105884,34534.83048506137,35466.4482883288,36034.997267319486
09/2003,22287.929435290083,33414.34520425678,167658.85992649067,24020.353761664424,33041.361997940265,145563.41564566983,10960.489479231032,60585.09747682801,34411.07865966768,32906.48448411636,33414.34520425678
10/2003,24163.285379452765,36195.2169987954,179336.37551890573,25471.81635594689,35136.2448631905,154584.9047950395,11537.369959731544,65910.4418688694,34305.61037218297,34857.75252587352,36195.2169987954
11/2003,24192.59372186093,36453.33561614141,181170.1922047544,24966.33026597829,34568.0819909955,152054.36205555347,11419.208340837084,64651.03101550775,33829.92264277539,34073.79337908959,36453.33561614141
12/2003,24309.32553444181,36089.94177830563,186176.47995315952,24512.77771699472,34908.90940617578,153445.46800453623,11352.489960095012,65846.38646080761,33426.20475983739,34054.96312638137,36089.94177830563
01/2004,26187.87636950905,37930.45664890182,192094.59593106,25282.382695046734,36212.470058139545,159004.63811456438,11900.094537467698,69539.37034883721,34033.60697793741,35368.9371868021,37930.45664890182
02/2004,27482.96489450798,38641.746021903695,197179.5621170984,25709.19575783932,36779.750781124174,161224.57529357894,12037.877033338702,72548.0375261717,34081.96511031298,35762.360965954496,38641.746021903695
03/2004,27438.41371073299,39629.26352912305,194066.50921771844,27120.44027524597,37164.49986910995,162696.47419695088,12288.638932264395,74646.38491492147,34952.84564076252,35781.8429197264,39629.26352912305
04/2004,27525.25714237884,38768.48669791579,196919.1390166677,26819.96874759947,37153.31756926425,163059.18826933578,12526.02931614631,70132.73225077425,34298.34826538264,36036.72876253276,38768.48669791579
05/2004,26996.572279062144,38613.80854730284,195999.3432371773,26540.17475416076,36695.77009345794,161158.95909201252,12493.872597147074,67336.74953271027,33926.382365710226,35779.54821204492,38613.80854730284
06/2004,27981.90494282189,40303.51777375566,199323.6235091645,27468.983843686103,37569.83531057178,165049.18716034506,12778.387064747016,67883.63486631017,34121.43308205391,36604.31563658813,40303.51777375566
07/2004,27266.719014868348,38955.03557936706,195706.06013424683,26579.035800582624,36728.55295290307,161198.73073141734,12491.089331339812,67325.81774233741,34303.054821012745,35733.84719008805,38955.03557936706
08/2004,27130.089508711088,38754.95727025018,194659.96755211035,26759.819862627635,36747.27451077533,160944.69461268224,12547.696856081244,69727.0819915779,34789.39890279039,35665.09118452032,38754.95727025018
09/2004,27813.21999032961,39042.25852687566,197604.5928174005,26964.644664333457,36620.42514304134,160051.19636439072,12480.563329841243,71983.09836409059,34514.29727276315,35185.59785756319,39042.25852687566
10/2004,27969.087141399075,38697.1615278323,199464.91807793817,26746.3641658718,36557.8103478056,159745.26147159206,12408.484304938367,71809.48786998507,34693.25492362947,34803.20460244126,38697.1615278323
11/2004,29432.71542685221,40182.00317713427,205111.9407471089,27504.091116368807,36947.30053403536,161080.06216990584,12528.115864610756,75167.80571643476,34394.452776571816,34691.58037743318,40182.00317713427
12/2004,30538.95205638353,40710.26922546068,208680.96041803824,27469.913987765533,37468.6974524631,163226.59221661455,12702.62512297188,76900.85052492475,34197.99108023839,35013.53909496121,40710.26922546068
01/2005,32476.021032604527,41271.91779056386,214020.6823653255,28356.837548901287,38330.9900575374,166724.43460941807,13088.988804909855,80612.33855005752,35162.598176579704,35695.78063745927,41271.91779056386
02/2005,33797.54106811496,41552.7731236328,220963.81264229017,30116.73979186477,39012.34786150713,169125.54604054993,13170.762815418268,86222.35342837746,34566.41472944705,35836.63425760494,41552.7731236328
03/2005,33489.47122647332,41823.75729404505,220267.85872276084,30121.110314369045,39031.01116939216,169590.7912398462,13309.035248688677,82362.27398950941,34841.45715751668,35997.64030669475,41823.75729404505
04/2005,32131.850486995445,40010.021120629775,214800.8352025053,28870.58952268053,38216.79884232461,165985.15817405828,13110.903270510147,80210.3630470016,35611.12207443659,35334.00799078862,40010.021120629775
05/2005,34131.68858324548,44813.15698807883,226506.51072655307,31229.358063100222,40936.83420647149,177510.46337936883,14077.99733711783,87249.79691833588,36474.36555235426,38309.13378905602,44813.15698807883
06/2005,35554.701710221634,47224.86138604036,234164.9552491616,33207.977207111726,42186.418392325504,182585.2985544337,14521.857608666887,92045.60621898776,36869.85436318429,39121.76925726601,47224.86138604036
07/2005,37223.86320185232,49819.43485156703,242673.5859933133,34654.86066051507,43753.98055073183,188947.67694748845,14931.098937567183,98550.4151327214,36388.70031969057,40573.29403006217,49819.43485156703
08/2005,38000.251700278735,48494.29233972783,244171.7395872945,35439.61682328996,43726.94579439252,188732.71971307648,14668.458888014427,98581.58971962618,36582.00457828472,39857.03367604118,48494.29233972783
09/2005,39360.54106626807,48872.42931738915,253336.2002521074,37660.38866330223,45638.46576980568,196143.2727553624,14923.300895200133,109170.12047832589,36595.51249161306,40700.36459084229,48872.42931738915
10/2005,37472.687578807294,47131.694272644105,245746.47152015663,36168.18304354242,44487.91923812693,191687.066451716,14588.627902520171,102198.7053979872,36169.9885542882,40085.10096429412,47131.694272644105
11/2005,39492.857979437504,50054.47545076048,255283.48244026603,38214.8712602558,47126.33882232984,202348.8428678189,15331.084605998807,113048.74366556208,36295.17109365749,42499.05403968774,50054.47545076048
12/2005,41540.21132999916,49912.511965754005,263638.12365439266,40537.55949946693,48182.38169026024,206340.8923373297,15382.865015173347,119461.2899720268,36682.08548762679,42412.94280776664,49912.511965754005
01/2006,44129.3212493811,51605.24724707049,273423.2072739727,42451.00490027665,49225.50103977555,209844.7516178599,15279.18530648622,129357.54603069814,36086.29672021155,42382.68650713383,51605.24724707049
02/2006,46355.90081852632,52385.003368421065,279250.444483043,42297.85655666544,50179.42368,213820.04232276423,15756.33563991579,131878.22976000002,36559.56703635001,43367.33849599113,52385.003368421065
03/2006,47921.45348149373,53091.2685624587,284609.6797110571,42942.65346598172,50286.79109385328,214387.43005597583,15605.43732055519,130542.9879378718,35604.13624343845,43076.4616225624,53091.2685624587
04/2006,49015.65744755523,51680.86919518226,288815.53884984995,42899.55264257508,50190.5664034458,213267.13908941075,15320.066248065725,135028.48528356064,35014.15913486206,42147.13024399904,51680.86919518226
05/2006,45895.75065899907,48490.33844109419,273615.96190842206,39309.88674889859,47013.03212620454,200683.72658873344,14679.145661796703,117799.22098228164,34970.97130678455,39881.14407726758,48490.33844109419
06/2006,46054.494025013766,48943.08767088808,277852.916192005,39551.95972028458,47585.03206166915,203070.9552614916,15141.857461181464,118982.63663966018,34770.70095117812,40422.10683249335,48943.08767088808
07/2006,45758.328963734646,47529.49643299132,280895.74763185746,39207.31097933885,47718.87130884311,203474.00851319212,15270.276043236468,120221.7221116942,35110.40178395232,40499.42583883536,47529.49643299132
08/2006,47191.43758462378,48167.26098824995,287867.1237828568,39072.81621340731,48659.95214380204,207391.08851789075,15402.169459808574,122538.6931445024,35328.15645103998,41192.00690684879,48167.26098824995
09/2006,48886.92748025277,49508.91157503949,294711.8745694034,39411.24224461512,49983.200047393366,213030.1467046869,15920.293707740915,125433.02488151655,35599.23234794963,42891.01199974343,49508.91157503949
10/2006,51697.81373188406,51708.75891304348,306479.83468649624,41700.39821328573,51720.63360113421,220222.71159759248,16397.231020793948,131024.81441398869,35659.707147649686,44163.07428539298,51708.75891304348
11/2006,53100.57432272728,51440.72408787879,305258.2018096428,41631.76204885103,51176.70640909091,217001.14334248385,16069.996009696966,135407.57809090908,35272.26980305482,43284.58200000344,51440.72408787879
12/2006,55873.49570994686,51881.269365224005,315777.93087579426,43115.39215397705,52450.87804100229,221917.35707023772,16301.190055884585,141840.00232346242,34794.115325413426,43991.74419908985,51881.269365224005
01/2007,57830.14786629613,54259.37865524163,322940.0023996374,44562.158743174936,53867.51338582678,228281.1595796261,16905.643470742627,142748.52950440018,34833.57343016142,45401.68451648072,54259.37865524163
02/2007,57383.33615169177,53402.92822647794,315518.3362534028,43591.23413168448,52562.13558398305,222675.5197086388,16436.764724244946,139160.76301566878,35062.300193393065,43647.72922721974,53402.92822647794
03/2007,60113.00906892928,53505.15555939332,324326.41279538337,44600.50603589234,53207.51411623367,224929.89195155492,16444.44515663012,143572.4474245382,34863.707226585626,43781.32759303148,53505.15555939332
04/2007,62048.1564954061,53921.08974200661,337982.69193546847,45295.13782906663,54426.15148842336,229895.50613904087,16598.5690216832,147231.63850055126,34369.15380668588,44756.14983862263,53921.08974200661
05/2007,63588.46189994798,57005.80295101465,347822.1420137547,47302.51955371038,56728.635427042296,239007.35457794403,17333.598502936147,156166.98995019696,34148.537711647,46841.24543424632,57005.80295101465
06/2007,62328.41065827472,55517.533827471314,346414.7415487667,46822.19591508054,56364.317260273965,236250.6324641869,16933.62879200296,162924.021369863,33817.97371433082,45885.70043928855,55517.533827471314
07/2007,60969.16341139565,50845.945894798286,334041.64220641216,45934.003971163234,54698.47747866053,227613.98401736736,16011.725175165971,169075.88509520682,34364.10190630303,43807.7697799022,50845.945894798286
08/2007,58314.15210361183,50931.14022181686,330401.5370731956,45382.18389369371,54578.303947464425,227474.54202017732,16323.287918861726,165562.23992703395,35078.0775150965,44470.94492113012,50931.14022181686
09/2007,56639.53053388816,49643.04979194584,335524.20194334816,47385.866124878405,55602.366753649774,230326.10843651288,16127.564652796387,177713.77910995134,34438.88384575917,44591.84451960796,49643.04979194584
10/2007,58745.05751782377,49416.5586973074,344646.0254420172,48622.58691207098,56710.88883505226,232986.8598496981,15849.477119955696,193881.7553678964,34390.14090065911,44460.79289900342,49416.5586973074
11/2007,52740.59340559584,45067.27992954406,326517.6850277712,45553.90644930742,53073.16145247612,218709.7902575639,14977.107364541698,176314.51457218349,34846.55839286419,41695.80265895544,45067.27992954406
12/2007,51226.45191087563,44564.78321988996,321669.3687371992,46068.69985361461,52642.30760138578,216474.7392212931,14825.885223558182,177428.40354595476,34802.90681611872,41519.0348558423,44564.78321988996
01/2008,45328.250399462006,42719.89108540686,285219.3226303825,40787.78987892187,47858.41513113651,197928.522288562,14114.11603819771,153781.84095494283,35643.24900343371,38637.59140019671,42719.89108540686
02/2008,46142.90462451374,40031.24839058483,284124.36663600703,40731.85181686167,47075.933579481774,192929.54215943883,13441.091258653656,161954.0131865234,35609.10920787781,36650.3962662339,40031.24839058483
03/2008,44587.27364153807,38035.001175056925,273668.5356548583,38549.61534720881,44513.23797116114,183285.78465006943,12898.608554009612,147140.76321780926,35213.472392153766,35003.557924308334,38035.001175056925
04/2008,46060.7657927928,40563.94674388674,291060.0858088972,41837.21608343918,47852.23285714285,196295.5840930236,13567.474777606176,161890.42285714287,34659.707147649686,37350.86346932208,40563.94674388674
05/2008,46295.69166623678,42200.09554810421,292950.50199385645,43129.26055201555,48754.86325767346,199699.986475483,13777.339890895022,165281.16588857365,34206.59509807791,37912.72608960402,42200.09554810421
06/2008,40528.50003171785,36512.42115452932,263110.93217147305,41700.89607585526,44040.63996447602,180788.14015367985,12287.20206394316,146398.52808931743,33894.00876188972,34152.75707528149,36512.42115452932
07/2008,38836.33522516176,37788.4886400615,258053.63895773905,38654.55916172066,43331.37809237077,178099.26392086272,12648.466480814808,142373.9953494331,34281.13036271065,34197.57130100922,37788.4886400615
08/2008,40447.36868951476,42085.70812351545,262629.3298294094,39951.98793592413,44938.05959959281,186036.88089184448,13660.800705259584,138839.24143875128,35623.52488455618,36754.69903194867,42085.70812351545
09/2008,33327.9584003356,39430.4262364539,229748.7132559172,34284.16713324827,40527.74602530938,168860.6874779441,13630.911450464935,118016.88560441868,36905.49394166634,34490.77914007785,39430.4262364539
10/2008,26482.949839303918,,,,,,,,,,
11/2008,24409.768907048016,31406.868737330093,189401.10231869525,30961.11102859977,34155.55907912313,143835.52119359814,12133.978446452424,89105.85484403238,41571.40742787229,29937.63252394275,31406.868737330093
12/2008,23823.05750377237,30694.64191851693,182299.0920928209,29139.019842885424,32382.49251993965,135756.74134553608,11182.299259610549,87864.60426816125,40656.89505466314,27669.058512370844,30694.64191851693
01/2009,24519.2798954432,29541.467077091136,176068.01895264108,28866.49482749359,32170.84002808988,134504.58639078785,11126.512798377027,89290.08370786517,42211.69633342543,27513.586913296447,29541.467077091136
02/2009,22874.11800221449,25656.33028313825,160331.79300387847,26225.872297395537,29435.86210060108,122379.2327514106,10174.07604428978,85414.2998418222,41347.03200852508,24918.4403024196,25656.33028313825
03/2009,24001.887224226037,,,,,,,,,,
04/2009,32282.89446026366,35826.42588775895,186061.99963570395,27450.53001119352,33973.34481355933,139413.89690350948,10665.585171525425,108556.64040677968,40628.98133164937,28283.56367920009,35826.42588775895
05/2009,34703.1542133636,36912.27044261598,196452.4677576924,27225.58791288208,35215.51293800539,143169.6467256547,10326.32096921549,119744.91509433962,39300.10459012511,28122.048075638548,36912.27044261598
06/2009,34151.373277203915,36728.42905759163,192114.8431705073,26891.783065074087,34942.999476439785,142160.73322388367,10451.635452384322,117854.7219895288,39703.072581600034,28106.109272677026,36728.42905759163
07/2009,37876.86826425237,40927.49950488047,212232.16640699943,29085.90903266689,38020.4457631914,154157.68848690137,10894.456825293537,131154.35118121377,39957.97647708884,30223.31785087057,40927.49950488047
08/2009,42873.17891115472,43644.741855381166,223498.7168114567,29369.33344902768,39026.22338845292,159010.34673271034,11020.764010650222,129492.747771861,40258.79149070529,31020.47264920666,43644.741855381166
09/2009,45335.85832684559,45542.12546199549,227945.1896731369,29893.49750540132,39794.72575291948,161158.92398061132,10978.53765731066,137688.79360786724,40438.439831077085,31362.81113699437,45542.12546199549
10/2009,42264.56751351352,41828.41745675676,222907.8743832048,29201.572443312685,38772.1125,156612.55217144376,10773.86722108108,136409.265,40095.34475273316,30453.688672134493,41828.41745675676
11/2009,41493.48223923318,42758.3928296612,225973.8821496376,29983.71840485276,39784.58704652866,160592.44059568894,11127.377577581045,140163.74973041334,40649.53427793346,31801.20243830518,42758.3928296612
12/2009,43355.15125780925,48056.98780508122,239209.04760504625,32149.2860858763,42359.89304456477,170477.80059489416,11842.111924753572,151957.1831320283,40386.40131033667,33803.79860101283,48056.98780508122
01/2010,44314.921320349415,48350.231038235725,232166.3471047409,31000.02211438052,41814.64738651009,168580.70975258332,11934.90652183875,148028.06129170844,41740.23167699412,33614.46247457967,48350.231038235725
02/2010,43280.93281355933,52233.435186440685,234187.2989323313,32784.5967086319,43599.04461311717,175946.02834225824,12553.73599705232,152915.99014001474,42617.101472155344,35667.01017282256,52233.435186440685
03/2010,47766.51340455524,56877.73958157133,251048.01302206423,35364.172510460536,46738.78210549744,188103.8675760578,13129.65009362712,166389.2569330069,42226.33895094131,38074.736889437816,56877.73958157133
04/2010,49305.67366128428,61178.89606909501,247264.1859894596,36259.31115273619,47418.71481787458,190447.44751449465,13420.593093503569,170516.9978820879,42816.888345107945,39152.16630708816,61178.89606909501
05/2010,44834.459722109386,60608.7709758674,234946.65453484352,35664.223103710625,46483.888583732834,186309.2059319428,13606.727965873082,168336.14040789797,45946.65903619213,38976.52744228422,60608.7709758674
06/2010,43945.12504441365,55865.1159155733,233884.17401496667,34398.24950133403,45200.38498899845,180449.209517727,13307.878222801724,167619.04390840197,46827.0414808383,37044.52037156023,55865.1159155733
07/2010,46479.41483880873,56625.38248848634,245946.60807011492,34980.13157087035,46051.70181148296,183743.59898204065,13189.608466380105,171138.74521031624,45615.42408335636,37336.580972215525,56625.38248848634
08/2010,45222.49076813881,54157.71908517352,243398.4719824516,34321.34858197671,45680.34123028392,181738.04445474027,13446.079830599369,172479.90790220822,47679.65820736472,36629.6468728334,54157.71908517352
09/2010,47592.92630861665,56143.280523153575,250986.5468345536,35604.77610042813,46515.50319460727,184592.4370936894,13330.483112837046,178076.40048358732,45427.66507479181,37068.6788467851,56143.280523153575
10/2010,49451.60112001156,57497.37112506316,257911.05895510045,36643.228212296446,47479.02801472181,188585.3067414826,13467.988179259575,180498.52985494697,45241.18877530884,37898.86058130066,57497.37112506316
11/2010,48485.17424219111,63260.52801200185,254079.2908070788,39232.17713442961,49511.42788121249,196707.82303860164,14264.308746884137,187355.23303585165,45997.464182815645,40408.58336054325,63260.52801200185
12/2010,53360.55522227212,66691.48900164646,267901.6779360206,40245.22864149301,51703.83488998653,205418.2359669321,14654.73204879509,195278.24777727883,45408.77965031377,41934.80776964689,66691.48900164646
01/2011,53497.803293894256,65761.65553461877,271749.513434496,39567.85935717732,51260.99171779141,204996.22919058465,14186.856087058131,185437.56796669587,44416.49563878912,41894.03614267691,65761.65553461877
02/2011,54233.66595633946,68295.69637415066,277790.58675383945,40597.40560329294,52233.01179702184,209995.8648289401,14424.334118548502,181849.70649125343,44257.92319532699,42884.52421057183,68295.69637415066
03/2011,52895.875606391215,67598.73434926444,268242.0732742499,40020.18622397294,50831.99176462308,202465.93818640747,14216.607672837332,187514.25248117125,43192.94904684848,41775.20780700845,67598.73434926444
04/2011,54161.356063257066,65987.5026258412,276975.0395698913,40261.12831321514,50614.55236877524,201792.1725267382,14260.801712516824,184874.2587617766,42632.16837036745,41122.249113876685,65987.5026258412
05/2011,53712.94049217936,66868.55407299272,276678.4751030991,40882.3754784267,51210.83036496351,204130.9804267629,14883.394292665973,186045.5559541189,43945.70193787741,41999.27378152754,66868.55407299272
06/2011,51355.79002560023,65133.7291856362,270100.54195798066,40339.20871865678,50186.553725870064,199956.4620685825,14618.83205203072,182399.53462948863,43665.27213166515,41104.87273701377,65133.7291856362
07/2011,49434.537838709686,63620.8255483871,264476.3467412513,40328.2762123352,50054.02396914447,198988.01814440385,14365.437110518937,184172.9358345021,45077.01187985949,40814.09767802413,63620.8255483871
08/2011,43194.17441799308,57352.941947404855,234850.0126091431,37583.57498786761,45807.83028373703,182535.78883432344,13990.194037093424,165575.882366782,45945.43552906816,38089.40722571029,57352.941947404855
09/2011,39806.12156409687,54360.50412204696,223734.4987829254,38367.46987769002,44410.170273272604,178466.08010134273,14408.058005776493,151384.96649633415,48416.60417571141,37895.38655103759,54360.50412204696
10/2011,42022.690839225776,60190.69415470324,241892.2144504852,39448.48054498676,47430.944546818086,189921.604537392,14884.75263795443,165353.6437540176,46788.00765678652,40541.83992800663,60190.69415470324
11/2011,40436.40236696974,62689.36020718439,241012.72379014103,41145.24113692657,48034.93481889998,193334.99702988504,15639.149259800264,161048.41426442092,47767.58298141059,42209.923074060185,62689.36020718439
